season,team,1st-half-points-per-game,1st-half-time-of-possession-share-pct,2nd-half-points-per-game,2nd-half-time-of-possession-share-pct,average-scoring-margin,average-team-passer-rating,average-time-of-possession-net-of-ot,completion-pct,defensive-touchdowns-per-game,field-goal-attempts-per-game,field-goals-made-per-game,first-downs-per-game,fourth-down-conversion-pct,fourth-down-conversions-per-game,fumble-recovery-pct,fumbles-lost-per-game,giveaways-per-game,interception-pct,interceptions-per-game,interceptions-thrown-per-game,net-yards-per-punt-attempt,offensive-touchdowns-per-game,opponent-1st-half-points-per-game,opponent-2nd-half-points-per-game,opponent-average-team-passer-rating,opponent-average-time-of-possession-net-of-ot,opponent-completion-pct,opponent-defensive-touchdowns-per-game,opponent-field-goal-attempts-per-game,opponent-field-goals-made-per-game,opponent-first-downs-per-game,opponent-fourth-down-conversion-pct,opponent-fourth-down-conversions-per-game,opponent-net-punt-yards-per-game,opponent-net-yards-per-punt-attempt,opponent-offensive-touchdowns-per-game,opponent-pass-attempts-per-game,opponent-passing-first-down-pct,opponent-passing-first-downs-per-game,opponent-passing-touchdown-pct,opponent-passing-touchdowns-per-game,opponent-passing-yards-per-game,opponent-penalty-first-downs-per-game,opponent-plays-per-game,opponent-points-per-game,opponent-points-per-play,opponent-punt-attempts-per-game,opponent-punts-per-offensive-score,opponent-punts-per-play,opponent-red-zone-scores-per-game,opponent-red-zone-scoring-attempts-per-game,opponent-rushing-attempts-per-game,opponent-rushing-first-down-pct,opponent-rushing-first-downs-per-game,opponent-rushing-play-pct,opponent-rushing-touchdown-pct,opponent-rushing-touchdowns-per-game,opponent-rushing-yards-pct,opponent-rushing-yards-per-game,opponent-third-down-conversion-pct,opponent-third-down-conversions-per-game,opponent-touchdowns-per-game,opponent-two-point-conversion-pct,opponent-yards-per-completion,opponent-yards-per-game,opponent-yards-per-pass-attempt,opponent-yards-per-play,opponent-yards-per-rush-attempt,pass-intercepted-pct,passing-play-pct,passing-touchdowns-per-game,passing-yards-per-game,penalties-per-game,penalty-first-downs-per-game,penalty-yards-per-game,plays-per-game,points-per-play,points-per-play-margin,punt-attempts-per-game,qb-sacked-pct,qb-sacked-per-game,red-zone-scoring-attempts-per-game,red-zone-scoring-pct,rushing-attempts-per-game,rushing-first-downs-per-game,rushing-play-pct,rushing-touchdown-pct,rushing-touchdowns-per-game,rushing-yards-per-game,sack-pct,sacks-per-game,special-teams-touchdowns-per-game,takeaways-per-game,third-down-conversion-pct,third-down-conversions-per-game,touchdowns-per-game,turnover-margin-per-game,two-point-conversion-pct,yards-per-completion,yards-per-pass-attempt,yards-per-play,yards-per-rush-attempt,percent
2024,Indianapolis,7.0,0.4667,20.0,0.2,-2.0,101.2,20.0,0.47369999999999995,0.0,0.0,0.0,14.0,0.5,1.0,NaN,0.0,1.0,0.0,0.0,1.0,50.7,4.0,12.0,17.0,115.9,40.0,0.75,0.0,3.0,3.0,26.0,1.0,2.0,56.0,28.0,3.0,32.0,0.5,13.0,0.6667000000000001,2.0,204.0,2.0,76.0,29.0,0.382,2.0,0.3,0.03,3.0,3.0,40.0,0.42310000000000003,11.0,0.5263,0.3333,1.0,0.5108,213.0,0.5,7.0,3.0,0.0,8.5,417.0,6.4,5.5,5.3,0.0526,0.48840000000000006,2.0,199.0,4.0,1.0,20.0,43.0,0.628,0.246,3.0,0.09519999999999999,2.0,3.0,0.6667000000000001,22.0,9.0,0.5115999999999999,0.5,2.0,104.0,0.11109999999999999,4.0,0.0,0.0,0.5,5.0,4.0,-1.0,0.0,22.1,11.2,7.0,4.7,0.0
2024,Jacksonville,17.0,0.4622,0.0,0.4322,-3.0,97.7,26.833333333333332,0.5714,0.0,1.0,1.0,17.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,49.7,2.0,7.0,13.0,101.0,33.166666666666664,0.6215999999999999,0.0,3.0,2.0,18.0,0.0,0.0,195.0,48.8,2.0,37.0,0.6111,11.0,0.5,1.0,319.0,2.0,65.0,20.0,0.308,4.0,1.0,0.06,1.0,2.0,25.0,0.2778,5.0,0.3846,0.5,1.0,0.2025,81.0,0.5,8.0,2.0,NaN,13.9,400.0,8.6,6.2,3.2,0.0,0.48,1.0,139.0,8.0,2.0,71.0,50.0,0.34,0.032,6.0,0.125,3.0,3.0,0.6667000000000001,26.0,7.0,0.52,0.5,1.0,128.0,0.075,3.0,0.0,0.0,0.2,2.0,2.0,-1.0,NaN,11.6,7.7,5.3,4.9,0.0
2024,Kansas City,13.0,0.35109999999999997,14.0,0.525,7.0,101.9,26.283333333333335,0.7143,0.0,2.0,2.0,21.0,NaN,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.7,3.0,10.0,10.0,90.8,33.71666666666667,0.6341,0.0,3.0,2.0,25.0,0.5,1.0,75.0,37.5,2.0,41.0,0.44,11.0,0.5,1.0,267.0,1.0,74.0,20.0,0.27,2.0,0.5,0.03,1.0,4.0,32.0,0.52,13.0,0.4324,0.5,1.0,0.4093,185.0,0.5,7.0,2.0,NaN,10.3,452.0,6.5,6.1,5.8,0.035699999999999996,0.6,1.0,281.0,6.0,2.0,45.0,50.0,0.54,0.27,3.0,0.0667,2.0,3.0,0.3333,20.0,4.0,0.4,0.6667000000000001,2.0,72.0,0.023799999999999998,1.0,0.0,1.0,0.44439999999999996,4.0,3.0,0.0,NaN,14.1,10.4,7.1,3.6,1.0
2024,LA Chargers,6.0,0.4878,16.0,0.45439999999999997,12.0,92.5,28.266666666666666,0.6537999999999999,0.0,3.0,3.0,11.0,NaN,0.0,1.0,0.0,0.0,0.030299999999999997,1.0,0.0,37.7,2.0,7.0,3.0,95.1,31.733333333333334,0.7576,0.0,2.0,1.0,14.0,0.0,0.0,236.0,47.2,1.0,33.0,0.8571,12.0,1.0,1.0,225.0,1.0,59.0,10.0,0.169,5.0,2.5,0.08,0.0,1.0,22.0,0.07139999999999999,1.0,0.3729,0.0,0.0,0.23989999999999997,71.0,0.35710000000000003,5.0,1.0,NaN,9.0,296.0,6.8,5.0,3.2,0.0,0.5,1.0,140.0,7.0,0.0,50.0,54.0,0.407,0.238,7.0,0.037000000000000005,1.0,4.0,0.5,27.0,5.0,0.5,0.5,1.0,176.0,0.1081,4.0,0.0,3.0,0.2667,4.0,2.0,3.0,0.0,8.2,5.5,5.9,6.5,1.0
2024,LA Rams,3.0,0.5178,17.0,0.5593,-6.0,85.2,34.93333333333333,0.6939,0.0,2.0,2.0,26.0,0.5,1.0,NaN,0.0,1.0,0.035699999999999996,1.0,1.0,41.0,2.0,10.0,10.0,85.0,25.066666666666666,0.6429,0.0,2.0,2.0,21.0,1.0,1.0,190.0,47.5,3.0,28.0,0.3333,7.0,0.3333,1.0,200.0,2.0,61.0,26.0,0.426,4.0,0.8,0.07,2.0,4.0,31.0,0.5714,12.0,0.5082,0.6667000000000001,2.0,0.449,163.0,0.46149999999999997,6.0,3.0,NaN,11.1,363.0,7.1,6.0,5.3,0.0204,0.6892,1.0,304.0,6.0,3.0,50.0,74.0,0.27,-0.156,3.0,0.0392,2.0,5.0,0.4,23.0,8.0,0.31079999999999997,0.5,1.0,83.0,0.0667,2.0,0.0,1.0,0.4167,5.0,2.0,0.0,NaN,8.9,6.5,5.2,3.6,0.0
2024,Las Vegas,7.0,0.5122,3.0,0.5456,-12.0,95.1,31.733333333333334,0.7576,0.0,2.0,1.0,14.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,47.2,1.0,6.0,16.0,92.5,28.266666666666666,0.6537999999999999,0.0,3.0,3.0,11.0,NaN,0.0,264.0,37.7,2.0,26.0,0.5455,6.0,0.5,1.0,140.0,0.0,54.0,22.0,0.407,7.0,1.4,0.13,2.0,4.0,27.0,0.4545,5.0,0.5,0.5,1.0,0.557,176.0,0.2667,4.0,2.0,0.0,8.2,316.0,5.4,5.9,6.5,0.030299999999999997,0.6271,1.0,225.0,2.0,1.0,15.0,59.0,0.169,-0.238,5.0,0.1081,4.0,1.0,0.0,22.0,1.0,0.3729,0.0,0.0,71.0,0.037000000000000005,1.0,0.0,0.0,0.35710000000000003,5.0,1.0,-3.0,NaN,9.0,7.8,5.0,3.2,0.0
2024,Miami,7.0,0.5378000000000001,13.0,0.5678,3.0,101.0,33.166666666666664,0.6215999999999999,0.0,3.0,2.0,18.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,48.8,2.0,17.0,0.0,97.7,26.833333333333332,0.5714,0.0,1.0,1.0,17.0,0.0,0.0,298.0,49.7,2.0,21.0,0.4706,8.0,0.5,1.0,139.0,2.0,50.0,17.0,0.34,6.0,2.0,0.12,2.0,3.0,26.0,0.4118,7.0,0.52,0.5,1.0,0.4794,128.0,0.2,2.0,2.0,NaN,11.6,267.0,6.6,5.3,4.9,0.0,0.6154,1.0,319.0,9.0,2.0,103.0,65.0,0.308,-0.032,4.0,0.075,3.0,2.0,0.5,25.0,5.0,0.3846,0.5,1.0,81.0,0.125,3.0,0.0,1.0,0.5,8.0,2.0,1.0,NaN,13.9,9.1,6.2,3.2,1.0
2024,Minnesota,14.0,0.48219999999999996,14.0,0.43670000000000003,22.0,113.2,27.566666666666666,0.7917000000000001,1.0,0.0,0.0,17.0,1.0,1.0,0.0,1.0,2.0,0.047599999999999996,2.0,1.0,42.0,3.0,3.0,3.0,44.3,32.43333333333333,0.5238,0.0,2.0,2.0,14.0,0.3333,1.0,277.0,46.2,0.0,42.0,0.5714,8.0,NaN,0.0,166.0,1.0,68.0,6.0,0.088,6.0,3.0,0.09,0.0,3.0,21.0,0.35710000000000003,5.0,0.30879999999999996,NaN,0.0,0.30829999999999996,74.0,0.3889,7.0,0.0,NaN,7.5,240.0,4.0,3.5,3.5,0.0417,0.4902,2.0,201.0,7.0,2.0,63.0,51.0,0.549,0.461,4.0,0.04,1.0,2.0,1.0,26.0,7.0,0.5097999999999999,0.25,1.0,111.0,0.10640000000000001,5.0,0.0,2.0,0.3,3.0,4.0,0.0,NaN,10.6,8.7,6.1,4.3,1.0
2024,NY Giants,3.0,0.5178,3.0,0.5633,-22.0,44.3,32.43333333333333,0.5238,0.0,2.0,2.0,14.0,0.3333,1.0,1.0,0.0,2.0,0.0417,1.0,2.0,46.2,0.0,14.0,14.0,113.2,27.566666666666666,0.7917000000000001,1.0,0.0,0.0,17.0,1.0,1.0,168.0,42.0,3.0,24.0,0.4706,8.0,0.5,2.0,201.0,2.0,51.0,28.0,0.549,4.0,1.0,0.08,2.0,2.0,26.0,0.4118,7.0,0.5097999999999999,0.25,1.0,0.3558,111.0,0.3,3.0,4.0,NaN,10.6,312.0,8.4,6.1,4.3,0.047599999999999996,0.6912,0.0,166.0,9.0,1.0,95.0,68.0,0.088,-0.461,6.0,0.10640000000000001,5.0,3.0,0.0,21.0,5.0,0.30879999999999996,NaN,0.0,74.0,0.04,1.0,0.0,2.0,0.3889,7.0,0.0,0.0,NaN,7.5,4.4,3.5,3.5,0.0
2024,NY Jets,7.0,0.3911,12.0,0.32,-13.0,94.5,21.333333333333332,0.6552,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,48.3,3.0,16.0,16.0,89.9,38.666666666666664,0.6552,0.0,6.0,6.0,24.0,NaN,0.0,54.0,54.0,2.0,29.0,0.5,12.0,0.0,0.0,221.0,2.0,70.0,32.0,0.457,1.0,0.1,0.01,2.0,5.0,38.0,0.4167,10.0,0.5428999999999999,1.0,2.0,0.4489,180.0,0.46149999999999997,6.0,2.0,NaN,11.6,401.0,7.6,5.7,4.7,0.0345,0.6122,2.0,198.0,3.0,0.0,10.0,49.0,0.388,-0.069,3.0,0.0333,1.0,2.0,1.0,19.0,3.0,0.38780000000000003,0.3333,1.0,68.0,0.09380000000000001,3.0,0.0,0.0,0.6,6.0,3.0,-2.0,0.0,10.4,7.0,5.4,3.6,0.0
2024,New England,10.0,0.5467,6.0,0.5882999999999999,6.0,75.2,34.05,0.625,0.0,3.0,3.0,17.0,NaN,0.0,0.75,0.0,0.0,0.0,0.0,0.0,45.6,1.0,0.0,10.0,86.0,25.95,0.7241,0.0,1.0,1.0,13.0,0.0,0.0,208.0,52.0,1.0,29.0,0.5385,7.0,0.0,0.0,154.0,1.0,48.0,10.0,0.208,4.0,2.0,0.08,1.0,2.0,16.0,0.3846,5.0,0.3333,1.0,1.0,0.3125,70.0,0.3636,4.0,1.0,NaN,7.3,224.0,5.3,4.7,4.4,0.0,0.3906,0.0,120.0,5.0,0.0,40.0,64.0,0.25,0.042,5.0,0.04,1.0,4.0,0.25,39.0,11.0,0.6093999999999999,1.0,1.0,170.0,0.09380000000000001,3.0,0.0,2.0,0.4,6.0,1.0,2.0,NaN,8.0,5.0,4.5,4.4,1.0
2024,New Orleans,30.0,0.65,17.0,0.5717,37.0,141.0,36.65,0.7917000000000001,0.0,4.0,4.0,22.0,NaN,0.0,0.5,1.0,1.0,0.0645,2.0,0.0,36.5,5.0,3.0,7.0,31.8,23.35,0.4194,0.0,1.0,1.0,11.0,0.3333,1.0,131.0,26.2,1.0,31.0,0.6364,7.0,0.0,0.0,135.0,2.0,55.0,10.0,0.182,5.0,2.5,0.09,1.0,2.0,20.0,0.1818,2.0,0.3636,1.0,1.0,0.3005,58.0,0.1,1.0,1.0,NaN,10.4,193.0,4.4,3.5,2.9,0.0,0.4032,3.0,199.0,10.0,2.0,95.0,62.0,0.758,0.576,2.0,0.04,1.0,4.0,1.0,37.0,13.0,0.5968,0.4,2.0,180.0,0.1143,4.0,0.0,3.0,0.5385,7.0,5.0,2.0,NaN,10.5,8.3,6.1,4.9,1.0
2024,Philadelphia,17.0,0.5832999999999999,17.0,0.5094,5.0,80.3,32.78333333333333,0.5882000000000001,0.0,2.0,2.0,25.0,1.0,1.0,0.3333,1.0,3.0,0.0286,1.0,2.0,50.5,4.0,19.0,10.0,80.7,27.216666666666665,0.4857,0.0,4.0,3.0,19.0,1.0,1.0,74.0,37.0,3.0,35.0,0.47369999999999995,9.0,0.6667000000000001,2.0,251.0,3.0,58.0,29.0,0.5,2.0,0.3,0.03,1.0,4.0,21.0,0.36840000000000006,7.0,0.36210000000000003,0.3333,1.0,0.3937,163.0,0.2727,3.0,3.0,0.0,14.8,414.0,7.2,7.1,7.8,0.0588,0.4865,2.0,266.0,7.0,3.0,57.0,74.0,0.459,-0.041,2.0,0.0556,2.0,6.0,0.5,38.0,8.0,0.5135000000000001,0.5,2.0,144.0,0.0541,2.0,0.0,1.0,0.2857,4.0,4.0,-2.0,NaN,13.3,8.2,5.5,3.8,1.0
2024,Pittsburgh,9.0,0.5428000000000001,9.0,0.6439,8.0,91.9,35.6,0.7391,0.0,6.0,6.0,16.0,0.0,0.0,1.0,0.0,0.0,0.07690000000000001,2.0,0.0,39.3,0.0,10.0,0.0,59.0,24.4,0.6154,0.0,1.0,1.0,15.0,1.0,1.0,163.0,40.8,1.0,26.0,0.5333,8.0,1.0,1.0,137.0,1.0,50.0,10.0,0.2,4.0,2.0,0.08,1.0,2.0,22.0,0.4,6.0,0.44,0.0,0.0,0.39380000000000004,89.0,0.22219999999999998,2.0,1.0,NaN,8.6,226.0,5.3,4.5,4.0,0.0,0.3788,0.0,133.0,9.0,1.0,60.0,66.0,0.273,0.073,3.0,0.08,2.0,2.0,0.0,41.0,9.0,0.6212,NaN,0.0,137.0,0.07139999999999999,2.0,0.0,3.0,0.4706,8.0,0.0,3.0,NaN,7.8,6.8,4.1,3.3,1.0
2024,San Francisco,16.0,0.6089,16.0,0.68,13.0,89.9,38.666666666666664,0.6552,0.0,6.0,6.0,24.0,NaN,0.0,1.0,0.0,0.0,0.0345,1.0,0.0,54.0,2.0,7.0,12.0,94.5,21.333333333333332,0.6552,0.0,0.0,0.0,14.0,0.0,0.0,145.0,48.3,3.0,29.0,0.7857,11.0,0.6667000000000001,2.0,198.0,0.0,49.0,19.0,0.388,3.0,1.0,0.06,2.0,2.0,19.0,0.2143,3.0,0.38780000000000003,0.3333,1.0,0.2556,68.0,0.6,6.0,3.0,0.0,10.4,266.0,6.8,5.4,3.6,0.0,0.4571,0.0,221.0,4.0,2.0,40.0,70.0,0.457,0.069,1.0,0.09380000000000001,3.0,5.0,0.4,38.0,10.0,0.5428999999999999,1.0,2.0,180.0,0.0333,1.0,0.0,2.0,0.46149999999999997,6.0,2.0,2.0,NaN,11.6,8.0,5.7,4.7,1.0
2024,Seattle,9.0,0.39390000000000003,17.0,0.565,6.0,87.3,28.766666666666666,0.72,0.0,2.0,2.0,19.0,NaN,0.0,0.3333,1.0,2.0,0.047599999999999996,2.0,1.0,38.8,3.0,13.0,7.0,47.5,31.233333333333334,0.619,0.0,3.0,3.0,13.0,1.0,1.0,369.0,46.1,1.0,42.0,0.46149999999999997,6.0,0.0,0.0,132.0,0.0,69.0,20.0,0.29,8.0,2.0,0.12,1.0,4.0,25.0,0.5385,7.0,0.36229999999999996,1.0,1.0,0.4286,99.0,0.2778,5.0,1.0,NaN,5.1,231.0,3.1,3.3,4.0,0.04,0.45,1.0,158.0,6.0,3.0,41.0,60.0,0.433,0.143,5.0,0.0741,2.0,1.0,0.0,33.0,5.0,0.55,0.6667000000000001,2.0,146.0,0.0455,2.0,0.0,3.0,0.3333,4.0,3.0,1.0,0.0,8.8,6.8,5.1,4.4,1.0
2024,Tampa Bay,16.0,0.64,21.0,0.4828,17.0,146.4,33.68333333333333,0.8,0.0,3.0,3.0,22.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,7.0,13.0,93.1,26.316666666666666,0.7082999999999999,0.0,2.0,0.0,22.0,1.0,1.0,124.0,41.3,3.0,24.0,0.3182,7.0,0.0,0.0,161.0,3.0,56.0,20.0,0.357,3.0,1.0,0.05,3.0,3.0,30.0,0.5455,12.0,0.5357,1.0,3.0,0.46149999999999997,138.0,0.25,2.0,3.0,0.0,9.5,299.0,6.7,5.3,4.6,0.0,0.5082,4.0,280.0,7.0,3.0,46.0,61.0,0.607,0.249,1.0,0.0323,1.0,5.0,0.6,30.0,4.0,0.4918,0.0,0.0,112.0,0.07690000000000001,2.0,0.0,0.0,0.6923,9.0,4.0,0.0,NaN,11.7,9.6,6.4,3.7,1.0
2024,Tennessee,17.0,0.6311,0.0,0.5317000000000001,-7.0,52.5,34.88333333333333,0.5938,0.0,1.0,1.0,16.0,0.5,1.0,0.25,1.0,3.0,0.0,0.0,2.0,34.0,2.0,3.0,21.0,55.7,25.116666666666667,0.4828,1.0,3.0,3.0,11.0,1.0,2.0,220.0,36.7,0.0,29.0,0.4545,5.0,0.0,0.0,64.0,0.0,53.0,24.0,0.453,6.0,1.2,0.11,0.0,1.0,22.0,0.5455,6.0,0.41509999999999997,0.0,0.0,0.5676,84.0,0.15380000000000002,2.0,2.0,1.0,4.6,148.0,2.2,2.8,3.8,0.0625,0.5738,1.0,104.0,8.0,1.0,50.0,61.0,0.279,-0.174,6.0,0.0857,3.0,2.0,0.5,26.0,9.0,0.42619999999999997,0.5,1.0,140.0,0.0645,2.0,0.0,1.0,0.2143,3.0,2.0,-2.0,NaN,5.5,4.0,4.0,5.4,0.0
2024,Washington,7.0,0.36,13.0,0.5172,-17.0,93.1,26.316666666666666,0.7082999999999999,0.0,2.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.3,3.0,16.0,21.0,146.4,33.68333333333333,0.8,0.0,3.0,3.0,22.0,NaN,0.0,38.0,38.0,4.0,30.0,0.6818000000000001,15.0,1.0,4.0,280.0,3.0,61.0,37.0,0.607,1.0,0.1,0.02,3.0,5.0,30.0,0.1818,4.0,0.4918,0.0,0.0,0.2857,112.0,0.6923,9.0,4.0,NaN,11.7,392.0,9.3,6.4,3.7,0.0,0.4643,0.0,161.0,7.0,3.0,51.0,56.0,0.357,-0.249,3.0,0.07690000000000001,2.0,3.0,1.0,30.0,12.0,0.5357,1.0,3.0,138.0,0.0323,1.0,0.0,0.0,0.25,2.0,3.0,0.0,0.0,9.5,7.7,5.3,4.6,0.0
